date,mean_temp,max_temp,min_temp,humidity,mean_rain_fall,mean_wind
28/4/2018,27.75,34.8,22,82.23,2,3.6
29/4/2018,29.46,34.9,24.3,78.45,0,4.67
30/4/2018,29.2,34.3,24.5,79.72,2,4.51
1/5/2018,27.04,30.8,23.9,89.17,12,3
2/5/2018,27.86,34.8,22.4,82.93,4,3.24
3/5/2018,28.05,35.2,22.5,82.24,12,3.45
4/5/2018,28.86,35.1,24.4,78.64,6,3.71
5/5/2018,28.38,33.1,24.8,82.11,2,3.81
6/5/2018,29.25,34.8,25,78.72,0,4.2
7/5/2018,29.47,34.4,24.9,76.25,0,4.16
8/5/2018,29.96,35.1,25.7,72.11,0,4.94
9/5/2018,30.29,36.1,27,72.24,0,5.62
10/5/2018,29.41,35.2,25.8,75.44,0,
11/5/2018,29.39,34.6,24.6,76.35,4,
12/5/2018,29.48,35.2,25.3,74.74,2,4.71
13/5/2018,28.3,32.2,23,82.47,10,4.04
14/5/2018,28.84,34.4,24.8,78.79,2,3.94
15/5/2018,28.43,34.1,24.4,82.07,8,3.31
16/5/2018,27.3,34.7,22.7,85.43,10,3.58
17/5/2018,28.5,34,24.4,81.83,2,3.21
18/5/2018,27.91,34.7,22.7,83.75,14,3.68
19/5/2018,27.6,34.8,24.2,85.35,8,2.93
20/5/2018,26.97,31.6,23.2,89.62,6,2.5
21/5/2018,28.4,33.4,24.7,81.62,0,2.87
22/5/2018,28.64,34,25.2,81.1,0,3.48
23/5/2018,27.47,31.5,23.2,85.05,12,3.45
24/5/2018,28.61,35.4,23.2,75.76,0,4.56
25/5/2018,28.9,35.3,24.9,77.7,4,3.47
26/5/2018,27.59,34.2,23.6,87.06,24,3.44
27/5/2018,27.62,32.4,23.8,85.36,2,3.78
28/5/2018,27.61,31.6,24,86.81,8,3.8
29/5/2018,28.06,34,23.8,83.58,4,3.14
30/5/2018,27.8,32.6,24.2,83.98,4,3.25
31/5/2018,27.77,31.6,23.4,83.51,2,3.08
1/6/2018,27.87,32.2,22.9,81.1,20,3.23
2/6/2018,27.12,32.3,21.9,84.5,28,3.14
3/6/2018,28.89,33.9,24.9,79.19,0,2.99
4/6/2018,29.52,34.3,23,73.67,2,3.6
5/6/2018,29.74,34.7,25.1,77.21,0,
6/6/2018,30.11,35,25.7,77.64,0,4.43
7/6/2018,30.24,35,26.6,76.96,0,4.56
8/6/2018,29.02,33.5,22.4,76.43,8,4.19
9/6/2018,29.39,33.8,25,77.39,0,3.78
10/6/2018,29.69,32.8,26.4,77.62,0,5.01
11/6/2018,30.08,34.2,26.4,73.89,0,5.12
12/6/2018,29.7,33.3,26.6,76.1,0,4.29
13/6/2018,28.56,33.2,24.1,81.19,6,3.84
14/6/2018,28.7,33.6,24.1,81.24,2,3.38
15/6/2018,26.97,29.6,21.7,86.99,10,3.5
16/6/2018,29.14,34,25.1,80.11,0,4.22
17/6/2018,29.55,33.9,25.8,77.9,0,4.17
18/6/2018,28.33,31.8,22.8,83.27,8,3.62
19/6/2018,27.65,31,22.8,80.38,6,5.03
20/6/2018,26.78,31,22.2,87.04,14,3.32
21/6/2018,27.9,33.6,24.7,84.59,0,3.5
22/6/2018,29.15,32.9,25,82.24,2,4.23
23/6/2018,27.14,31.7,24.2,86.03,6,3.77
24/6/2018,26.74,31.3,23.3,84.83,2,4.68
25/6/2018,26.58,30.4,22,82.59,10,4.12
26/6/2018,26.69,29.1,21.9,83.64,16,2.74
27/6/2018,25.8,28.5,22.4,87.78,12,3.62
28/6/2018,27.71,32.6,23.9,79.69,2,3.72
29/6/2018,25.99,28.3,22,88.35,26,3.39
30/6/2018,27.91,31.7,23.9,79.21,0,4.35
1/7/2018,26.68,30.8,21.6,87.13,6,3.64
2/7/2018,27.3,32,24.3,85.12,0,3.25
3/7/2018,27.35,31.3,21.2,83.65,8,3.59
4/7/2018,28.4,33.3,23.7,76.76,0,3.63
5/7/2018,28.8,33.5,24.5,76.32,0,4.68
6/7/2018,28.79,33.1,25.3,73.27,0,5.04
7/7/2018,28.55,32.9,23.5,76.88,6,4.54
8/7/2018,28.58,32.1,24.6,78.65,0,4.73
9/7/2018,28.62,32.3,24.2,80.55,2,4.52
10/7/2018,26.88,29.5,22.6,84.66,6,4.73
11/7/2018,28.21,32.6,25.4,76.68,0,3.73
12/7/2018,29.15,34.4,25.2,76.72,0,4.4
13/7/2018,29.03,33.3,26.4,78.3,0,5.38
14/7/2018,28.39,31.8,21.9,78.41,2,4.86
15/7/2018,27.36,31.5,21.1,81.04,12,4.57
16/7/2018,28.85,33,24.7,76.52,0,4.8
17/7/2018,28.99,32.5,26.4,77.39,0,5.46
18/7/2018,29.08,32.8,26.7,78.8,0,5.45
19/7/2018,28.29,32.6,23.2,81.35,10,4.81
20/7/2018,28.95,33,24.8,79.03,4,4.21
21/7/2018,28.47,32.3,24.6,77.01,2,3.74
22/7/2018,28.72,33,25.1,80.19,2,4.12
23/7/2018,29.47,34.6,25.4,77.47,0,4.79
24/7/2018,29.52,34.8,26.3,76.82,0,5.39
25/7/2018,27.4,31,23.2,82.01,8,4.08
26/7/2018,28.49,34.4,23.5,76.06,0,4.32
27/7/2018,29.29,33.7,25.8,72.34,0,4.81
28/7/2018,29.58,34.1,26.7,72.74,0,4.78
29/7/2018,29.03,34,24.7,76.94,0,4.21
30/7/2018,26.89,30.3,23.1,85.87,8,4.26
31/7/2018,27.67,33.2,24.9,81.77,0,3.56
1/8/2018,26.47,29.2,24.2,86.34,0,3.8
2/8/2018,27.9,32.9,24.7,76.03,0,4.7
3/8/2018,28.68,33,24.8,76.83,0,
4/8/2018,28.25,33,24.2,80,4,4.83
5/8/2018,28.11,31.6,24.7,80.13,2,4.59
6/8/2018,28.5,32.7,25.1,79.13,0,4.75
7/8/2018,28.34,31.5,24.4,80.14,0,4.94
8/8/2018,27.02,30.9,21,81.69,2,4.24
9/8/2018,28.51,32.9,25,80.2,0,4.15
10/8/2018,29.16,33.3,25.1,76.29,0,4.52
11/8/2018,29.12,34.5,25.5,77.56,0,4.6
12/8/2018,29.33,33.8,25.3,74.94,0,4.59
13/8/2018,29.61,34.3,26.9,76.18,0,5.2
14/8/2018,29.61,35,26.8,75.34,0,5.72
15/8/2018,29.61,34.2,27.1,74.16,0,6.03
16/8/2018,29.4,34,25.9,74.61,0,5.21
17/8/2018,28.35,32.2,22.5,78.88,4,5.04
18/8/2018,29.02,33.9,25,74.93,0,5.66
19/8/2018,29.25,33.5,25.7,73.21,0,6.3
20/8/2018,29.38,34,26.5,71.63,2,5.36
21/8/2018,29.28,34.2,25.2,75.49,0,5.14
22/8/2018,27.34,30.3,23.8,86,20,3.43
23/8/2018,28.67,33.6,24,74.54,0,4.03
24/8/2018,27.05,31.8,21.9,85.09,10,3.59
25/8/2018,27.67,33,23.8,77.93,0,4.35
26/8/2018,29.1,34.6,24.4,71.1,0,4.53
27/8/2018,29.28,35,24.5,76.05,0,5.3
28/8/2018,28.29,32.8,24.1,79.33,2,4.04
29/8/2018,28.09,32.2,24.5,77.41,0,4.34
30/8/2018,28.48,33.6,24.3,75.44,0,4.5
31/8/2018,27.59,33.6,23,79.91,10,4.57
1/9/2018,27.48,33.4,23.2,79.14,2,3.59
2/9/2018,26.95,30.1,21.4,83.85,4,3.33
3/9/2018,27.68,31.7,23.5,78.66,0,4.67
4/9/2018,26.38,28.7,22,83.74,6,3.53
5/9/2018,27.21,31.5,23.2,80.02,0,3.66
6/9/2018,28.27,33,24.1,75.71,0,3.85
7/9/2018,26.74,30.5,23.3,88.19,18,3.22
8/9/2018,26.63,30.8,21.5,86.18,22,3.69
9/9/2018,27.38,31.6,23.3,82.05,6,3.97
10/9/2018,27.2,32.1,23.4,80.73,4,4.18
11/9/2018,26.56,30.6,24.1,84.86,2,3.6
12/9/2018,27.6,32,22.6,80.05,0,
13/9/2018,28.98,33.8,24.4,69.61,0,4.11
14/9/2018,29.01,33.5,24.6,72.64,0,
15/9/2018,28.68,32.3,25.9,72.69,0,4.39
16/9/2018,28.51,31.8,25.7,71.45,0,4.93
17/9/2018,28.9,33.6,25.1,69.49,0,5.23
18/9/2018,27.75,32.4,22.7,78.22,4,3.88
19/9/2018,26.75,33.3,22.4,82.4,22,3.69
20/9/2018,26.46,32.7,21.4,84.34,8,3.81
21/9/2018,26.04,32.1,22,,10,3.47
22/9/2018,27.25,33,23,82.32,4,3.4
23/9/2018,28.77,34.6,23.6,74.05,0,3.45
24/9/2018,29.16,34.5,24.3,74.31,0,3.75
25/9/2018,29.24,34.7,25,73.02,0,3.96
26/9/2018,28.62,34.3,23,77.71,2,3.99
27/9/2018,29.21,34.6,24.8,75.34,0,3.86
28/9/2018,29.5,34.8,25.5,72.71,0,4.34
29/9/2018,29.4,36,25.1,72.22,0,4.47
30/9/2018,29.36,34.3,25.6,73.6,0,4.78
1/10/2018,29.48,34.6,25.5,73.3,0,4.56
2/10/2018,29.57,35.2,25.1,72.01,0,3.83
3/10/2018,29.53,34.4,25.9,73.57,0,3.51
4/10/2018,29.81,35.7,26.8,73.01,0,4.97
5/10/2018,29.83,35.6,25.6,70.72,0,4.3
6/10/2018,28.1,34.3,23.3,81.76,6,3.74
7/10/2018,27.47,32.5,23.6,82.83,4,3.23
8/10/2018,26.92,33.2,23.3,85.78,12,
9/10/2018,26.4,31.7,23.3,87.36,18,2.71
10/10/2018,26.34,33.2,23.4,87.18,22,3.04
11/10/2018,26.65,34,22.9,86.01,18,3.24
12/10/2018,26.61,32.5,22.5,86.23,8,3.92
13/10/2018,26.67,29.8,22.7,86.75,6,2.86
14/10/2018,25.59,27.5,23.3,93.01,8,3.15
15/10/2018,28.12,34.4,24.3,77.94,0,3.25
16/10/2018,27.55,34.6,24.2,81.52,4,3.17
17/10/2018,27.49,32.4,23.6,82.1,2,3.15
18/10/2018,26.7,30.5,21.9,80.58,6,4.1
19/10/2018,28.05,33.5,23.1,77.05,6,3.79
20/10/2018,28.93,34,24.7,75.32,0,3.55
21/10/2018,28.83,35,24.5,77.49,0,3.39
22/10/2018,28.62,35.4,22.9,75.6,2,3.82
23/10/2018,27.46,34.8,21.9,81.62,14,3.15
24/10/2018,27.57,33.8,24.3,80.83,2,3.83
25/10/2018,27.37,32.1,23.3,83.21,6,2.73
26/10/2018,28.28,34.3,24,79.66,6,
27/10/2018,27.68,33.3,24.2,83.93,4,2.92
28/10/2018,27.23,33.2,23.9,85.03,8,2.62
29/10/2018,27.48,34.9,23.6,84.05,6,3.02
30/10/2018,27.46,35.4,23.8,85.46,10,3.14
31/10/2018,27.47,32.9,24.1,81.52,0,3.72
1/11/2018,26.49,30.7,24.2,86.91,2,3.47
2/11/2018,26.9,32.7,23.8,82.63,4,3.28
3/11/2018,27.14,31.9,23.7,85.14,8,2.89
4/11/2018,27.3,34.5,23.6,86.25,8,3.27
5/11/2018,27.45,34.1,24.6,85.53,2,3.05
6/11/2018,27.29,33.4,23.6,83.13,2,3.63
7/11/2018,28.12,34.1,23.5,78.1,10,3.35
8/11/2018,28.07,34.5,23.4,77.97,14,3.85
9/11/2018,27,29.7,23.7,87.3,8,
10/11/2018,27.52,34.1,23.5,84.39,12,2.95
11/11/2018,26.61,32.5,22.7,88.52,22,2.77
12/11/2018,27.59,33.5,24.1,82.09,8,3.02
13/11/2018,27.51,32.8,23.9,82.18,0,2.95
14/11/2018,27.58,31.6,23.7,79.71,18,
15/11/2018,26.31,31.9,22.9,89.56,10,3.26
16/11/2018,27.95,33.3,24.2,82.18,0,
17/11/2018,27.46,32.2,21.4,82.32,12,3.08
18/11/2018,26.74,32,23.2,85.9,4,2.91
19/11/2018,26.97,33.7,23,83.56,10,3.52
20/11/2018,27.84,33.7,23.3,78.92,2,3.36
21/11/2018,26.45,31,22.6,86.52,16,4.08
22/11/2018,26.84,31.8,21.9,84.08,12,2.92
23/11/2018,27.65,34.5,24.2,82.02,6,3.23
24/11/2018,28.35,34.5,23.4,77.2,0,3.39
25/11/2018,28.08,32.7,23,80.81,6,2.82
26/11/2018,28.12,33.8,22.2,79.74,8,3.38
27/11/2018,26.94,30.1,22.5,85.12,8,3.78
28/11/2018,27.92,34.8,24.3,81.1,4,3.47
29/11/2018,27.88,33.5,23.7,82.8,4,3.49
30/11/2018,27.57,32.5,23.9,84.07,4,4
1/12/2018,26.98,32.5,23.6,85.94,10,4.14
2/12/2018,26.82,35.2,23.8,85.84,6,4.38
3/12/2018,26.58,33,23.8,88.93,4,2.93
4/12/2018,27.74,33.9,24,82.97,2,3.28
5/12/2018,27.2,34.3,22.9,86.45,14,3.25
6/12/2018,26.92,33.9,23,86.73,6,3.06
7/12/2018,27.21,33,23.5,84.24,4,3.07
8/12/2018,27.3,34.3,23.2,84.3,10,3.3
9/12/2018,27.98,34.7,24.8,83.27,4,3.02
10/12/2018,27.46,34.9,22.8,85.35,6,3.27
11/12/2018,26.4,32.3,23.4,88.38,18,
12/12/2018,26.72,33.2,23.4,87.24,16,
13/12/2018,26.49,30.1,23.9,88.01,0,3.92
14/12/2018,26.91,31.3,23.6,82.95,0,4.25
15/12/2018,26.84,32.6,22.8,83.86,14,3.45
16/12/2018,26.71,34.2,23.4,84.24,8,3.34
17/12/2018,27.34,33.9,23.7,81.79,2,3.36
18/12/2018,28.22,33.5,24.8,79.08,0,3.56
19/12/2018,28.09,34.8,22.9,80.47,4,3.3
20/12/2018,27.92,34.9,23.6,,6,
21/12/2018,28.05,34.5,24.6,80.38,2,4.51
22/12/2018,28.2,34.7,24.6,78.99,2,4.38
23/12/2018,27.94,34.7,23.3,78.27,2,3.3
24/12/2018,28.53,34.5,23.8,76.35,0,3.64
25/12/2018,28.63,33.8,24.6,77.23,0,3.81
26/12/2018,28.32,33.6,22.6,75.46,2,5.3
27/12/2018,27.82,31.4,24.3,77.8,0,
28/12/2018,29.19,34.4,24.9,70.6,0,4.81
29/12/2018,28.13,31.4,23.7,79.16,0,3.88
30/12/2018,28.53,35.4,24.5,78.52,2,4.75
31/12/2018,27.21,33,22.4,84.37,16,4.95
1/1/2019,28.02,34.8,22.8,75.7,4,4.49
2/1/2019,28.79,33.2,24.7,72.24,0,5.53
3/1/2019,29.09,32.9,24.7,75.64,0,7.19
4/1/2019,29.26,33.6,25.4,69.74,0,5.52
5/1/2019,28.3,34,24,80.24,4,4.04
6/1/2019,28.62,33.5,25.2,78.25,0,5.8
7/1/2019,28.81,33.8,25.2,75.1,0,6.17
8/1/2019,27.88,32.5,24.7,82.04,6,5.11
9/1/2019,28.27,33.1,24.9,78.46,0,5.68
10/1/2019,28.71,33.8,24.7,72.35,0,5.96
11/1/2019,28.3,33.9,24.5,74.96,0,5.75
12/1/2019,28.31,34.4,23.6,73.57,8,5.19
13/1/2019,27.76,34.7,23.1,78.1,4,5.28
14/1/2019,27.98,33.3,24.2,77.7,0,5.27
15/1/2019,28.28,34.2,24.3,72.76,2,4.8
16/1/2019,28.28,32.9,24.6,74.71,0,5.33
17/1/2019,26.66,32.6,23.8,84,10,5.08
18/1/2019,25.87,29.3,22.5,85.94,24,5.39
19/1/2019,27.43,32.3,23.5,76.74,0,5.62
20/1/2019,28.03,33.4,24.3,75.49,0,5.79
21/1/2019,28.05,32.9,24.9,74.72,2,6.12
22/1/2019,27.68,31.7,24.6,74.29,0,6.05
23/1/2019,28,32.9,24.6,73.28,0,6.63
24/1/2019,27.65,32.4,24.7,73.56,0,6.33
25/1/2019,27.19,31.6,23.6,75.07,0,6.29
26/1/2019,27.24,32.1,23.8,74.46,0,6.73
27/1/2019,27.79,32.7,24.6,75.75,0,7.23
28/1/2019,26.82,29.9,24.6,83.33,0,6.96
29/1/2019,27.95,33.7,24.6,77.55,0,7.16
30/1/2019,28.05,33.2,24.8,73.11,0,6.39
31/1/2019,27.81,32.7,23.9,75.25,0,5.37
1/2/2019,28.27,34.3,24.7,74.31,0,6.49
2/2/2019,28.21,33.2,24.6,76.85,0,6.01
3/2/2019,28.25,33.4,24.7,77.79,0,6.03
4/2/2019,28.1,34.5,23.3,78.51,4,5.35
5/2/2019,28.06,33.6,24.3,75.6,0,5.47
6/2/2019,27.98,34.3,23,71.71,0,5.6
7/2/2019,27.88,34.4,23.2,75.43,4,5.41
8/2/2019,28.37,34.7,24,74.92,0,5.38
9/2/2019,28.68,35.8,24.5,75.81,0,5.18
10/2/2019,28.4,34.1,25.1,74.97,0,6.2
11/2/2019,27.95,33.6,23,66.86,0,6.65
12/2/2019,28.56,34.5,22.4,68.6,0,6.32
13/2/2019,28.6,33.5,25,75.45,0,7.13
14/2/2019,28.72,34.1,26.1,71.57,0,7.41
15/2/2019,27.99,33.3,24.1,72.15,0,6.59
16/2/2019,28.3,34.7,24.4,70.69,0,6.36
17/2/2019,27.48,34.4,22,78.47,10,4.9
18/2/2019,26.84,31.7,21.4,80.96,4,3.79
19/2/2019,27.72,33.7,23.8,80.23,6,4.77
20/2/2019,27.99,33.3,23.3,79.17,4,4.85
21/2/2019,28.5,34,24,72.59,0,6.31
22/2/2019,28.41,35.3,24.2,75.46,0,5.25
23/2/2019,28.25,34.4,23.9,72.7,0,5.89
24/2/2019,28.11,33.6,23.2,71.86,0,5.59
25/2/2019,28.62,34.3,23.9,73.61,0,6
26/2/2019,28.53,33.6,25.4,76.03,0,6.69
27/2/2019,28.28,34.2,25,71.58,0,6.89
28/2/2019,28.25,33.5,24.8,75.71,0,5.66
1/3/2019,28.44,33.9,24.2,71.59,0,6.31
2/3/2019,28.4,35.2,24.1,68.4,0,5.81
3/3/2019,28.13,36,22.6,69.19,0,5.29
4/3/2019,27.97,35,22.8,71.77,4,4.94
5/3/2019,28.6,34.4,23.4,70.28,0,4.6
6/3/2019,28.66,33.1,25.5,75.24,0,5.07
7/3/2019,29.01,35.2,23.4,74.57,0,4.18
8/3/2019,29.01,35.2,25.1,73.59,0,4.78
9/3/2019,29.08,36,24.9,71.69,0,4.76
10/3/2019,28.87,34.9,24.3,73.78,0,4.76
11/3/2019,27.2,34.1,21.5,81.58,22,4.24
12/3/2019,28.4,35.9,23.6,73.04,2,4.41
13/3/2019,29.12,35.3,23.7,74.19,0,4.91
14/3/2019,28.95,35,23.9,67.82,0,5.56
15/3/2019,28.68,34.9,23.7,65.78,0,5.36
16/3/2019,28.32,34.6,23,71.82,2,5.88
17/3/2019,28.71,34.8,24,67.39,0,5.94
18/3/2019,28.89,35.4,22.8,62.39,0,5.99
19/3/2019,28.88,34.6,23.2,66.9,0,5.87
20/3/2019,29.2,34.6,24.6,69.47,0,5.24
21/3/2019,27.95,35.7,22.1,75.23,28,5.23
22/3/2019,28.66,36,23.9,74.21,0,4.08
23/3/2019,29.21,36,25.1,76.59,2,3.98
24/3/2019,28.83,35.2,23.7,76.36,2,4.14
25/3/2019,28.55,35.1,22.7,77.54,6,4.72
26/3/2019,29.56,35.4,25.5,73.07,0,5.85
27/3/2019,29.85,35.6,25.8,67.28,0,5.82
28/3/2019,27.97,34.9,21.5,78.98,12,4.45
29/3/2019,29.02,34.7,23.8,74.23,0,3.9
30/3/2019,27.65,34.2,22.2,82.55,2,3.5
31/3/2019,28.71,33,25.3,79.8,0,3.59
1/4/2019,27.24,32.8,23.6,84.17,18,4.07
2/4/2019,28.19,33.5,24.5,77.85,0,3.82
3/4/2019,27.04,35.2,21,79.99,20,3.78
4/4/2019,28.65,36,23.5,73.52,8,4.49
5/4/2019,28.42,35.2,23.7,73.7,2,4.4
6/4/2019,28.66,35,23.9,69.68,0,4.85
7/4/2019,28.98,36,23.5,70.82,0,4.32
8/4/2019,29.17,35,24.7,72.77,0,4.85
9/4/2019,28.97,35,24.8,74.29,6,4.23
10/4/2019,28.4,34.2,23.8,77.94,4,3.64
11/4/2019,27.85,32.9,23.6,82.96,4,3.01
12/4/2019,28.77,34.3,24.8,74.63,0,3.89
13/4/2019,29.38,34.9,25.3,73.99,0,4.24
14/4/2019,28.58,33.9,23.5,80.9,6,4.23
15/4/2019,29.45,36,24.7,74.34,0,4.22
16/4/2019,29.98,35.8,25.9,72.47,2,4.84
17/4/2019,29.97,35.9,25.6,73.62,0,4.64
18/4/2019,29.88,36,25.5,72.49,0,4.36
19/4/2019,29.2,36,23.8,76.35,4,3.72
20/4/2019,28.19,32,23.4,83.88,8,3.24
21/4/2019,,,,,4.38,
22/4/2019,,,,,4.38,
23/4/2019,28.07,34.4,24.1,83.52,24,3.77
24/4/2019,28.34,32.7,21.5,83.86,2,2.81
25/4/2019,28.47,33.3,21.8,82.61,4,3.22
26/4/2019,26.09,35.4,21.4,89.35,32,3.75
27/4/2019,27.5,32,21.3,81.09,6,3.42
28/4/2019,29.08,35.6,21.7,75.82,2,3.83
29/4/2019,29.1,36,24,80.38,4,4.54
30/4/2019,28.45,33.3,24.6,79.38,2,3.46
1/5/2019,29.51,34.1,25.5,76.36,0,3.55
2/5/2019,29.49,34.5,25.6,79.51,2,3.32
3/5/2019,29.67,34.4,25.6,79.53,2,3.66
4/5/2019,28.87,33.6,23,80.8,8,3.18
5/5/2019,28.62,32.9,24.7,80.68,0,4.87
6/5/2019,30.08,34.6,26.1,71.04,0,5.62
7/5/2019,30.22,35,25.3,72.63,2,3.83
8/5/2019,26.98,31.3,21,85.53,38,3.8
9/5/2019,29.65,34.4,25,76.01,0,3.87
10/5/2019,29.4,35.3,22,76.23,12,4.03
11/5/2019,28.95,32.9,24,81.65,4,3.01
12/5/2019,29.6,34.7,25.7,79.34,0,3.01
13/5/2019,28.76,34.3,23.5,82.47,6,3.53
14/5/2019,28.94,35,24.9,81.08,4,3.82
15/5/2019,29.05,34.7,24.5,82.41,4,3.53
16/5/2019,28.6,32.9,23.6,81.18,6,3.38
17/5/2019,27.87,36,21.8,82.18,6,4.02
18/5/2019,29.02,33.4,25.3,79.8,0,4.08
19/5/2019,27.66,31.4,22.7,81.96,6,3.57
20/5/2019,28.65,33.4,25.1,79.67,0,3.76
21/5/2019,28.32,33.8,24.8,81.6,2,3.89
22/5/2019,27.93,33.3,23.7,84.11,4,3.28
23/5/2019,29.11,34.1,24.8,77.12,0,4.08
24/5/2019,30.07,35.3,25.7,71.83,0,3.94
25/5/2019,29.28,34.1,25.4,77.85,0,4.14
26/5/2019,29.73,34.9,25.3,76.54,0,4.07
27/5/2019,29.6,35,25.6,78.43,2,4.69
28/5/2019,29.93,35.5,26.3,75.87,0,4.97
29/5/2019,29.46,34.1,24.8,78.04,4,3.81
30/5/2019,27.87,33,23.4,84.27,12,3.41
31/5/2019,28.58,33.7,24.8,81.11,2,3.57
1/6/2019,28.07,32.5,25.3,83,0,3.86
2/6/2019,28.33,33.7,22.4,79,16,3.65
3/6/2019,26.8,32.1,23.5,88.76,24,3.75
4/6/2019,27.8,33,24.9,84.1,2,3.68
5/6/2019,28.86,33.5,25.3,80.98,0,3.87
6/6/2019,27.01,29.5,24.2,88.68,8,3.82
7/6/2019,26.13,28.2,23.6,88.72,12,3.7
8/6/2019,27.31,30.8,24.3,85.84,2,3.59
9/6/2019,28.34,32.5,24.2,82.16,2,3.58
10/6/2019,29.68,34.3,26,77.86,0,4.35
11/6/2019,29.4,34.3,24,78.63,14,4.66
12/6/2019,26.99,30.2,23.4,84.99,16,6.28
13/6/2019,28.44,31.6,25,83.7,4,6.09
14/6/2019,29.13,33.7,26.1,79.76,2,5.72
15/6/2019,28.41,33.2,24.7,81.38,4,6.33
16/6/2019,29.29,33.5,25.4,78.3,0,6.64
17/6/2019,28.83,33.1,23.8,81.49,4,6.11
18/6/2019,27.12,29.8,21.6,87.28,10,4.49
19/6/2019,27.72,30.5,23.8,85.45,4,5.66
20/6/2019,28.43,33.6,24.6,82.59,4,4.49
21/6/2019,28.09,33,24.7,82.35,2,4.99
22/6/2019,26.78,31.6,22.5,85,14,5.54
23/6/2019,28.46,33,24.4,79.47,0,4.72
24/6/2019,28.99,33.8,25.7,78.45,0,5.19
25/6/2019,29.56,34,25.7,75.05,0,5.66
26/6/2019,28.23,32.5,23.9,79.19,4,4.5
27/6/2019,29,33.8,24.9,78.16,0,4.89
28/6/2019,29.49,33.7,26.1,76.56,0,6.53
29/6/2019,28.88,33.6,23.9,80.91,2,6.33
30/6/2019,28.72,32.6,25,78.92,0,5.45
1/7/2019,29.34,33.7,26,73.24,0,
2/7/2019,29.6,34,25.9,74.72,0,5.97
3/7/2019,28.69,32.3,21.1,79.67,4,5.48
4/7/2019,29.11,34.2,24.2,78.66,2,4.94
5/7/2019,29.34,34.2,26.3,76.88,0,5.74
6/7/2019,29.18,34.5,24.7,77.3,2,4.7
7/7/2019,28.43,33.8,23.9,81.49,4,4.25
8/7/2019,27.71,36,22.6,83.48,10,4.1
9/7/2019,27.39,31.1,22.3,83.01,8,4.13
10/7/2019,29,33.6,21,73.48,0,6.78
11/7/2019,29.45,34.4,26.5,69.07,0,7.2
12/7/2019,29.2,33.9,25,73.94,0,
13/7/2019,29.37,34.2,25,74.82,0,5.94
14/7/2019,29.53,33.7,26.6,74.22,0,6.36
15/7/2019,27.12,29.2,22.5,82.56,6,5.79
16/7/2019,28.57,32.3,24.6,74.22,2,5.79
17/7/2019,28.88,33,24.6,70.5,0,5.69
18/7/2019,29.02,33.4,25.3,67.81,0,6.33
19/7/2019,29.12,33.6,25.6,69.56,0,5.54
20/7/2019,29.27,33.9,25.4,73.03,0,5.58
21/7/2019,,,,,4.38,
22/7/2019,,,,,4.38,
23/7/2019,,,,,4.38,
24/7/2019,,,,,4.38,
25/7/2019,29.02,32.7,26.4,70.07,0,5.78
26/7/2019,29,33.8,23.9,70.78,0,6.1
27/7/2019,29.02,33.8,25.1,74.09,0,6.65
28/7/2019,28.95,33.6,24.9,76.51,0,6.59
29/7/2019,29.59,34.3,25.7,72.92,0,6.62
30/7/2019,29.2,33.7,25.4,74.23,0,6.42
31/7/2019,29.18,33,25.8,68.29,0,7.21
1/8/2019,29.12,33.8,24.2,67.19,0,6.63
2/8/2019,29.19,34,25,68.79,0,6.36
3/8/2019,29.38,33.9,26.1,71.42,0,6.15
4/8/2019,28.97,33.2,26.1,74.41,0,6.13
5/8/2019,28.98,32.9,26.1,74.25,0,6.14
6/8/2019,28.84,33.2,25.3,76.32,0,5.81
7/8/2019,28.74,33.5,24.8,75.78,0,6.17
8/8/2019,28.82,32.8,25.4,73.08,0,6.29
9/8/2019,28.88,33.3,25.9,74.97,0,6.51
10/8/2019,29.01,33,26.8,75.89,0,7.09
11/8/2019,29.13,34.1,21,75.54,0,6.63
12/8/2019,29.46,34.1,22.3,73.44,0,7.21
13/8/2019,29.37,34.5,22.2,76.23,0,6.56
14/8/2019,29.17,34.2,21,76.65,0,6.17
15/8/2019,28.83,36,21,75.21,0,6.66
16/8/2019,29.57,34.2,21,69.4,0,7.39
17/8/2019,28.94,33.3,22.3,75.49,2,7.34
18/8/2019,29.36,34.9,23.2,69.72,0,7.61
19/8/2019,29.2,35,25,68.38,0,6.54
20/8/2019,29.4,34.4,26.9,72.23,0,8.19
21/8/2019,29.52,34.2,27,72.25,0,7.53
22/8/2019,29.42,34.5,25.7,74.26,0,7.09
23/8/2019,29.47,35,26.7,70.18,0,7.66
24/8/2019,29.3,34.3,26.2,70.04,0,7.12
25/8/2019,28.57,33.3,25.1,75.12,0,6.34
26/8/2019,28,34,23.1,78.58,8,6.04
27/8/2019,27.12,32.3,23.7,81.5,2,6.03
28/8/2019,26.93,29,23.7,81.75,0,6.17
29/8/2019,28.79,33.6,25,76.55,0,6.96
30/8/2019,28.31,32.2,21.7,74.82,8,
31/8/2019,28.84,33.6,25,67.71,0,7.84
1/9/2019,29.16,34,23.7,70.99,0,6.61
2/9/2019,29.45,34.4,25.4,74.47,0,7.54
3/9/2019,29.45,34,26.3,74.99,0,7.12
4/9/2019,28.63,33.7,22.3,74.69,10,6.18
5/9/2019,29.17,34.5,24,73.59,0,8.04
